song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Go On Girl,3QE7ObGjkt1kYnhLvZPRUy,Ne-Yo,21E3waRsmPlU7jZsS13rcj,rnb,"['r&b', 'urban', 'dance', 'pop']","['dance', 'pop']",0.637,0.521,4,-6.959,1,0.109,0.155,0.0,0.0945,0.562,83.896,261427,4
Stingy,6De63WRULDaa1fxOyLilnv,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,rnb,"['r&b', 'dance', 'hip', 'new', 'urban', 'southern', 'neo']","['dance', 'hip', 'new']",0.622,0.573,1,-6.934,0,0.0547,0.26,0.0,0.173,0.617,127.132,259493,4
That Girl,08fhbfRSg7eEH0IZT7pB6a,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,rnb,"['r&b', 'hip', 'urban', 'new', 'pop']","['hip', 'new', 'pop']",0.683,0.552,10,-5.139,1,0.108,0.548,0.0,0.221,0.519,98.946,215960,4
808,1Pqv7l6vxjBxd5fx4bWchC,Blaque,1nSRa2YjjFWJLHGKM07oGQ,rnb,"['r&b', 'urban', 'hip', 'girl']",['hip'],0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66,306693,4
Never Too Busy,0TNAK7LNCi7AKDZAbhWQXr,Kenny Lattimore,1UjTUqWfGkof4L5HO5NmzP,rnb,"['r&b', 'quiet', 'urban', 'new', 'neo']",['new'],0.761,0.413,4,-10.137,0,0.0681,0.113,0.00197,0.09,0.733,167.947,331560,4
Nobody Else,2ZmUMKX5cJQfQj12SmGYtg,Tyrese,08p7B5OtcUuVblvkQIlBhJ,rnb,"['r&b', 'dance', 'hip', 'quiet', 'new', 'urban', 'pop', 'neo']","['dance', 'hip', 'new', 'pop']",0.697,0.684,7,-5.634,1,0.0897,0.00923,1.5e-05,0.136,0.596,91.882,232733,4
It Had to Be You,0UH3m8uxVdQDCtG61CKMXE,Silk,3wVllS5itPK6rpHwfvNce4,rnb,"['r&b', 'dance', 'hip', 'boy', 'quiet', 'new', 'urban', 'neo', 'atl']","['dance', 'hip', 'new', 'atl']",0.69,0.654,1,-7.852,0,0.0322,0.00867,0.0,0.072,0.709,134.607,248000,4
How Deep Is Your Love,60NvAO9lx0KmBNAVHIlWN6,Dru Hill,1255GTUKNCLCTvH9ctD4cT,rnb,"['r&b', 'dance', 'hip', 'quiet', 'new', 'urban', 'pop', 'southern', 'neo']","['dance', 'hip', 'new', 'pop']",0.729,0.434,3,-9.111,0,0.079,0.0473,1.23e-05,0.314,0.743,94.411,243360,4
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,Beyoncé,6vWDO969PvNqNYHIOW5v0m,rnb,"['r&b', 'post-teen', 'dance', 'pop']","['dance', 'pop']",0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,4
Adorn,25cUhiAod71TIQSNicOaW3,Miguel,360IAlyVv4PCEVjgyMZrxK,rnb,"['r&b', 'dance', 'hip', 'urban', 'pop']","['dance', 'hip', 'pop']",0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4
Redbone,0wXuerDYiBnERgIpbb3JBR,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,rnb,"['pop', 'rap', 'hip', 'atl']","['pop', 'rap', 'hip', 'atl']",0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933,4
Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,rnb,"['trap', 'rap', 'kentucky', 'pop']","['trap', 'rap', 'pop']",0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,rnb,"['canadian', 'pop']","['canadian', 'pop']",0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4
Slow Down,5nRm6kz4ntiBGtygxGg5Dy,VanJess,0Ek89uaJyo6NfWK22awFvI,rnb,"['alternative', 'indie', 'chill']","['alternative', 'indie', 'chill']",0.692,0.599,11,-5.941,1,0.0398,0.198,0.000315,0.392,0.369,113.034,228933,4
You Got It,4lsHZ92XCFOQfzJFBTluk8,Vedo,3wVXTWabe3viT0jF7DfjOL,rnb,['pop'],['pop'],0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,201587,4
Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,rnb,"['dmv', 'rap']",['rap'],0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4
I Like,6KEibrwygkgDo82wK9Cu2H,ROE,07JjZMOwidxS5bcgvilg2y,rnb,"['indie', 'chill']","['indie', 'chill']",0.711,0.649,1,-7.282,0,0.148,0.0223,3.51e-06,0.12,0.516,93.013,203856,4
Opia,2fIPfAqowURiJ0VZNWOsAd,Savannah Ré,3qfqqDpGv4XNfa3G0EfP9s,rnb,"['canadian', 'alternative', 'indie']","['canadian', 'alternative', 'indie']",0.373,0.276,10,-14.61,1,0.0485,0.541,0.000197,0.229,0.137,61.428,231661,4
Don't Waste My Time (feat. Ella Mai),3Ey11v2aiX14s4wBaYbhlp,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['r&b', 'dance', 'urban', 'pop', 'south', 'atl']","['dance', 'pop', 'south', 'atl']",0.701,0.778,2,-5.076,1,0.201,0.125,0.0,0.0828,0.609,99.956,199720,4
Gotta Move On,4E8NdFfprLwbouZ46bv75o,Toni Braxton,3X458ddYA2YcVWuVIGGOYe,rnb,"['r&b', 'dance', 'hip', 'quiet', 'new', 'urban', 'neo']","['dance', 'hip', 'new']",0.534,0.351,9,-6.679,0,0.0308,0.0434,0.000324,0.0895,0.344,67.023,258125,4
Caught Up (feat. Khalid),1opARDDYaOeE1QUdwXmBGu,Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,rnb,"['trap', 'canadian', 'alternative', 'pop']","['trap', 'canadian', 'alternative', 'pop']",0.678,0.438,9,-8.847,0,0.0577,0.29,0.0,0.0838,0.501,81.498,247546,4
Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),4nw0S8MtvcLSpXCS9M8ciL,Dreamville,1iNqsUDUraNWrj00bqssQG,rnb,"['underground', 'rap', 'hip']","['rap', 'hip']",0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,284040,4
Bust Your Windows,56z2qI0gKcPthQF6l8AW3E,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['r&b', 'alternative', 'dance', 'hip', 'urban', 'pop', 'neo']","['alternative', 'dance', 'hip', 'pop']",0.683,0.664,5,-4.233,0,0.0332,0.538,0.0,0.0671,0.866,106.991,266307,4
Let Go,2gixQXOUSRnv7yBuplbgAK,Chama Wijnen,7ftRhte6NNzoF9MIKfKJsP,instrumental,['background'],['background'],0.238,0.0053,9,-34.841,1,0.0386,0.995,0.812,0.126,0.0449,71.48,191625,1
FILO,7ahiYT2P9GsWQ8bkd1vRzn,Traßel SüD,4pHuzF93uI0mOvg8E1YgoW,instrumental,[],[],0.159,0.00491,6,-30.416,1,0.0393,0.995,0.963,0.102,0.0384,70.088,166106,3
High Beliefs,1I1YHO7tw52jmXsCsXzXAT,Moments of Clarity,752MndEnUavC68pPM6NtxB,instrumental,['background'],['background'],0.187,0.115,7,-24.73,0,0.04,0.937,0.912,0.108,0.0395,65.834,204235,4
W.E.,3SDO8hL0wQ3Dxr6NN1CUbH,Asa Bjorg,1aFaXuKUvi4TpzZn8cKYRQ,instrumental,[],[],0.24,0.0646,4,-22.881,1,0.0396,0.962,0.961,0.0928,0.0371,120.104,256125,4
Atmos Eleven,0RIJAaogvQkeFuZVPhYlma,Atmos 11,2dm3Qg6j7Y7Dl2yiFCT7MA,instrumental,[],[],0.174,0.00449,6,-37.192,1,0.0387,0.99,0.934,0.0848,0.0581,67.42,227668,5
Bad Guy,2FH0jT9o0mz71s7AtMkAa4,Eklipse,6kART38d9tWb1yOcSO40YH,instrumental,"['classify', 'bow', 'pop']","['classify', 'pop']",0.698,0.429,0,-9.246,0,0.0416,0.148,0.691,0.101,0.54,134.946,191975,4
Blinding Lights,5x17OfFfF4UNy5XkRBZjWB,Vitamin String Quartet,6MERXsiRbur2oJZFgYRDKz,instrumental,"['classify', 'bow']",['classify'],0.507,0.238,0,-13.381,0,0.031,0.734,0.000852,0.0846,0.683,171.01,201787,4
Señorita,5IUkEKXYrAzIhgHeAyU6gE,Simply Three,4ZZVk8undJqXJqQ1GHCTp2,instrumental,['classify'],['classify'],0.611,0.439,0,-7.284,1,0.0334,0.242,0.547,0.108,0.551,116.992,184144,4
Smells Like Teen Spirit - Piano Cover,6fvqtnABaU0svCjVTg7oSk,Queenz of Piano,17L2cs2P9cHQy3hB7cYLkz,instrumental,[],[],0.543,0.611,5,-10.63,0,0.0308,0.755,0.867,0.0866,0.218,121.963,227154,4
Don't Start Now - Piano Arrangement,645iSJrCsQZMgLoMqdGkI0,Costantino Carrara,7eVJh60tcshbgbm26TWISX,instrumental,"['classify', 'piano']","['classify', 'piano']",0.448,0.278,2,-13.737,1,0.0418,0.952,0.837,0.137,0.108,119.077,161250,4
Poetic Wax,6ueWeJJyq1rMkdNitaL7a6,Dusty Decks,5mWkhlLhHU9FKT8vU8lBIR,instrumental,['lo-fi'],['lo-fi'],0.707,0.506,3,-7.686,1,0.0624,0.415,0.916,0.118,0.894,193.982,143505,4
Postman,4lljvV3zQYu8CBBrfbj7wj,Carl Dickman,54TSIvYBX40VYtgeqNWm34,instrumental,[],[],0.829,0.373,8,-13.753,1,0.0644,0.223,0.904,0.156,0.229,90.21,98667,4
Lie Down,4OTYiDDC3RcTZ8gFdDiCvf,Kino B,4WXEWjouTmKompLBBGCkE9,instrumental,[],[],0.725,0.302,10,-15.732,0,0.0694,0.27,0.667,0.106,0.498,84.526,172267,4
Tiny Things,3NnB6dkDH9Gp3wklxEX6Pr,Giants' Nest,31WBcBz5f7Od21JVn20Ajn,instrumental,['chill'],['chill'],0.741,0.523,10,-7.086,1,0.0446,0.549,0.824,0.115,0.401,75.006,180814,4
Lef T,7CXaxGPaXwzg3mZdLbWZmc,DCS Lefty,39Y0ja9MWC0yMdKMFGu4L7,instrumental,[],[],0.553,0.666,11,-6.137,1,0.0539,0.168,0.871,0.357,0.895,80.195,141000,4
Ravel's Bolero,5HbxBGpEw5xoBXUwRFNA7x,Ferrante & Teicher,17rSwcIT9qu1OybU1lReJB,instrumental,"['exotica', 'lounge', 'easy', 'adult']",['adult'],0.352,0.185,0,-20.348,1,0.0302,0.958,0.929,0.116,0.136,146.013,403466,4
Sleepwalk,1u1PzGnsWKjAwSZ9Rg1kjD,Santo & Johnny,4hGjngc0tPOBwTgTPci3IK,instrumental,['space'],['space'],0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,151092,3
Spanish Harlem - Nuits d'Espagne,1mSekIWPPecpKKsfGOioiY,Franck Pourcel,0HJyVBZnjRKDT4STU3rGzU,instrumental,"['lounge', 'easy', 'adult']",['adult'],0.434,0.332,3,-13.912,1,0.0314,0.868,0.217,0.196,0.677,138.4,146407,4
Soleado,3kZQQ8e85TzwzFLtJTvVz0,John Days,381XbRqPbjN6703cLjKXh7,instrumental,[],[],0.392,0.29,5,-15.172,1,0.0309,0.243,0.837,0.122,0.13,127.817,221013,4
Saute-Mouton,2NVfqbSEFDT6CmDA2DQMpZ,James Last,5UyJW2eCOuXtyYftgbMxZG,instrumental,"['easy', 'adult']",['adult'],0.772,0.432,5,-9.376,0,0.0529,0.49,0.0902,0.133,0.605,110.481,180373,4
Kyoto,4N0UHWYEc1DCn1UcsJtfmx,Innocent Panda,4YxGTSc5GifPVUD3ILmbsv,instrumental,['chill'],['chill'],0.632,0.577,9,-12.89,0,0.0387,0.58,0.796,0.0905,0.301,115.014,220939,4
Lofi Nights,1G56aVJLUwhQVO0Ke6QwWD,Best Friends Club,7JjgGzq5j7CBkglcvQ48vq,instrumental,[],[],0.912,0.488,11,-13.334,0,0.414,0.288,0.791,0.11,0.633,121.059,265785,4
Treehouse,1ipDA1Ml15GS3942NM5OZS,Ran the Man,69lVKiR03uaDrGqEgOC2gu,instrumental,['chill'],['chill'],0.756,0.52,2,-9.695,1,0.0546,0.308,0.872,0.124,0.118,118.015,207574,4
Mist,2ufVP4mbOJJoCsaUYUhRTC,N78,3WhEnQ4wJakzX2poD1QIi7,instrumental,[],[],0.732,0.423,2,-17.787,1,0.0517,0.35,0.869,0.0974,0.486,121.008,313388,4
Vibrations From You,2ZjOkMOU8dztlE8dH0rth1,Tomas Skyldeberg,3yeLWKlxZaq5grWz85s0Ef,instrumental,['swedish'],['swedish'],0.687,0.547,11,-9.689,1,0.0358,0.215,0.119,0.102,0.583,112.016,189643,4
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",31H6au3jhblhr6MMJiXnCq,Eric Carmen,2ekjTXgjxbWwBX5lTAj4DU,romance,"['disco', 'new', 'soft', 'album', 'mellow', 'adult', 'yacht']","['new', 'mellow', 'adult']",0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,251067,4
Hard to Say I'm Sorry - 2007 Remaster,7boKWlaNVmrhJdX8IbzUdD,Chicago,3iDD7bnsjL9J4fO298r0L0,romance,"['classic', 'rock', 'soft', 'album', 'folk', 'mellow', 'adult', 'yacht']","['classic', 'rock', 'folk', 'mellow', 'adult']",0.561,0.42,4,-7.79,1,0.0272,0.662,2.6e-06,0.186,0.27,72.319,221413,4
Every Breath You Take,2PnNomkEqlg9ADKCVG0Wt0,The Police,5NGO30tJxFlKixkPSgXcFE,romance,"['classic', 'dance', 'rock', 'art', 'new', 'soft', 'album', 'permanent', 'mellow']","['classic', 'dance', 'rock', 'art', 'new', 'mellow']",0.829,0.434,1,-10.52,1,0.0341,0.447,0.00168,0.0726,0.721,117.399,253733,4
Heaven,0GIOPJKTSxagq3rq07Ch3U,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,romance,"['classic', 'rock', 'soft', 'album', 'pop', 'canadian', 'mellow', 'heartland']","['classic', 'rock', 'pop', 'canadian', 'mellow']",0.34,0.412,9,-13.727,0,0.0268,0.0596,0.0,0.117,0.402,69.857,243667,4
All Out of Love,2lmcH6prYo3BlR8LfRUJc3,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,romance,"['soft', 'mellow', 'adult']","['mellow', 'adult']",0.502,0.513,0,-6.473,1,0.0251,0.077,0.0,0.494,0.318,108.371,241373,4
Iris,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,romance,"['alternative', 'rock', 'pop', 'permanent', 'post-grunge', 'neo']","['alternative', 'rock', 'pop']",0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
Torn - Acoustic MTV Unplugged,1iPvdHIQQSNJ4iRm92Bcbx,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,romance,"['dance', 'europop', 'new', 'lilith', 'pop']","['dance', 'europop', 'new', 'pop']",0.538,0.471,5,-8.403,1,0.0441,0.719,0.0,0.109,0.499,93.808,186400,4
Crash into Me,1HL3yEnYq8LEyFQ3QegA5V,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,romance,"['pop', 'jam', 'neo']",['pop'],0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,316467,4
Fade Into You,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,37w38cCSGgKLdayTRjna4W,romance,"['alternative', 'shoegaze', 'dream', 'melancholia', 'slowcore']","['alternative', 'shoegaze']",0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,romance,"['rock', 'classic', 'album', 'hard']","['rock', 'classic']",0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760,4
Forever After All,6IBcOGPsniK3Pso1wHIhew,Luke Combs,718COspgdWOnwOFpJHRZHS,romance,['contemporary'],['contemporary'],0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
The Bones,7yFhA2fUsL2oIMWlw5DaHQ,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,romance,"['texas', 'contemporary']",['contemporary'],0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.002,197293,4
The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,romance,['contemporary'],['contemporary'],0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
Got What I Got,4TCc369aRPRubv1m8R1TBG,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,romance,"['contemporary', 'country']","['contemporary', 'country']",0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3
Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,romance,"['modern', 'contemporary', 'country']","['modern', 'contemporary', 'country']",0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4
Slow Down,5nRm6kz4ntiBGtygxGg5Dy,VanJess,0Ek89uaJyo6NfWK22awFvI,romance,"['alternative', 'indie', 'chill']","['alternative', 'indie', 'chill']",0.692,0.599,11,-5.941,1,0.0398,0.198,0.000315,0.392,0.369,113.034,228933,4
You Got It,4lsHZ92XCFOQfzJFBTluk8,Vedo,3wVXTWabe3viT0jF7DfjOL,romance,['pop'],['pop'],0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,201587,4
Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,romance,"['dmv', 'rap']",['rap'],0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4
I Like,6KEibrwygkgDo82wK9Cu2H,ROE,07JjZMOwidxS5bcgvilg2y,romance,"['indie', 'chill']","['indie', 'chill']",0.711,0.649,1,-7.282,0,0.148,0.0223,3.51e-06,0.12,0.516,93.013,203856,4
Opia,2fIPfAqowURiJ0VZNWOsAd,Savannah Ré,3qfqqDpGv4XNfa3G0EfP9s,romance,"['canadian', 'alternative', 'indie']","['canadian', 'alternative', 'indie']",0.373,0.276,10,-14.61,1,0.0485,0.541,0.000197,0.229,0.137,61.428,231661,4
Make You Feel My Love,0mqTcM8kuu2IYPotMt7AzS,Adele,4dpARuHxo51G3z768sgnrY,romance,"['british', 'uk', 'pop']","['british', 'uk', 'pop']",0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,212040,4
Your Song,17VegeBoHvMlIByrdu64KR,Elton John,3PhoLpVuITZKcymswpck5b,romance,"['glam', 'soft', 'mellow', 'piano']","['mellow', 'piano']",0.551,0.27,3,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,244227,4
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,5y2Xq6xcjJb2jVM54GHK3t,romance,"['r&b', 'urban', 'pop', 'neo']",['pop'],0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
At Last - Single Version,0CmIALzGn4vHIHJG4n3Q4z,Etta James,0iOVhN3tnSvgDbcg25JoJb,romance,"['soul', 'adult', 'jazz', 'vocal', 'torch']","['soul', 'adult', 'jazz']",0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,182400,3
Beyond,1Omt5bfz1tZUCqd26HxbS0,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,romance,"['modern', 'soul']","['modern', 'soul']",0.58,0.687,6,-5.4,1,0.106,0.229,0.0,0.109,0.187,76.014,240600,4
I Heard It Through The Grapevine,37j56IWzpplKE5zrlQRmxc,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic', 'funk', 'quiet', 'motown', 'northern', 'soul']","['classic', 'funk', 'motown', 'soul']",0.724,0.346,3,-11.256,0,0.0366,0.199,0.0,0.111,0.637,117.188,196707,4
I Want You Back,4CbUtLtAcgLJ7mAIeooJS8,The Jackson 5,2iE18Oxc8YSumAU232n4rW,soul,"['soul', 'motown']","['soul', 'motown']",0.639,0.543,8,-12.777,1,0.0303,0.492,1.29e-05,0.28,0.937,98.185,180840,4
My Girl,745H5CctFr12Mo7cqa1BMH,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']","['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']",0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4
Someday We'll Be Together,79Yk6AlSKi5dxDFINID2hS,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,soul,"['classic', 'soul', 'motown']","['classic', 'soul', 'motown']",0.678,0.535,1,-12.454,1,0.0329,0.14,2.17e-06,0.0596,0.795,107.041,211667,4
Give It To Me Baby,13v3siPyvy5TTEZYmGPPse,Rick James,0FrpdcVlJQqibaz5HfBUrL,soul,"['synth', 'disco', 'funk', 'quiet', 'motown', 'post-disco', 'soul']","['funk', 'motown', 'soul']",0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,248133,4
Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic', 'funk', 'quiet', 'motown', 'northern', 'soul']","['classic', 'funk', 'motown', 'soul']",0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
What Becomes Of The Brokenhearted - Single Version,0YJvN0CZyGDmP5YHwKrcQh,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,soul,"['classic', 'motown', 'brill', 'southern', 'soul']","['classic', 'motown', 'brill', 'soul']",0.586,0.825,7,-4.73,0,0.0285,0.729,0.0,0.381,0.677,98.17,181653,4
Nowhere To Run - Single Version / Mono,7yyGFGXkaZbdDKun1g4AXO,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['classic', 'quiet', 'motown', 'brill', 'soul']","['classic', 'motown', 'brill', 'soul']",0.611,0.932,2,-2.491,0,0.0618,0.123,0.0,0.0607,0.917,129.719,173013,4
It Takes Two,0UERoCKd24PKovd4BwRzBQ,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic', 'funk', 'quiet', 'motown', 'northern', 'soul']","['classic', 'funk', 'motown', 'soul']",0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,177667,4
Shotgun,6VzM9C7CXyn1BQdgTJVqDx,Jr. Walker & The All Stars,1rHh0AI30JhKrbzKIFjFNd,soul,"['classic', 'rhythm', 'quiet', 'motown', 'brill', 'southern', 'soul']","['classic', 'motown', 'brill', 'soul']",0.751,0.683,1,-5.771,1,0.0338,0.155,7.85e-06,0.0611,0.631,120.983,176627,4
My Guy,4591VqUIXysNlmI5NcAIUd,Mary Wells,1cjZk1xXn3YCToNg3uJpA7,soul,"['classic', 'funk', 'motown', 'brill', 'soul']","['classic', 'funk', 'motown', 'brill', 'soul']",0.691,0.581,10,-7.85,1,0.065,0.557,4.62e-05,0.147,0.91,126.615,174440,4
Needle In A Haystack,26fSgIa539TCK3KV76chHU,The Velvelettes,72Q7helEnjOptf8FAoZQTi,soul,"['brill', 'classic', 'soul', 'motown']","['brill', 'classic', 'soul', 'motown']",0.699,0.756,0,-3.617,1,0.0292,0.565,2.89e-06,0.106,0.74,77.52,149867,4
You've Been In Love Too Long - Single Version,3sBwq1Bhsd2thzSxC2PQwh,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['classic', 'quiet', 'motown', 'brill', 'soul']","['classic', 'motown', 'brill', 'soul']",0.704,0.559,8,-4.177,1,0.0316,0.657,0.0,0.128,0.672,119.071,177187,4
If I Were Your Woman,3BrUr1rwAYJbf6sLlDf7WN,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,soul,"['classic', 'disco', 'funk', 'quiet', 'motown', 'brill', 'southern', 'soul']","['classic', 'funk', 'motown', 'brill', 'soul']",0.433,0.627,6,-9.376,1,0.0349,0.47,0.0818,0.503,0.748,75.379,192360,4
Love Child,69EILuL34ggLWQsa626bes,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,soul,"['classic', 'soul', 'motown']","['classic', 'soul', 'motown']",0.574,0.96,9,-0.81,0,0.0455,0.125,2.27e-05,0.23,0.65,105.008,181573,4
What's Going On,4RNHbYuRaZesMODlihhsUG,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic', 'funk', 'quiet', 'motown', 'northern', 'soul']","['classic', 'funk', 'motown', 'soul']",0.433,0.733,1,-9.244,0,0.0491,0.307,0.000144,0.0827,0.742,102.662,236467,4
I Should Be Proud,2nxSAQBvF6gDIwZmG6B9nO,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['classic', 'quiet', 'motown', 'brill', 'soul']","['classic', 'motown', 'brill', 'soul']",0.417,0.753,9,-10.204,0,0.126,0.166,0.0,0.269,0.794,178.408,176573,4
Ball Of Confusion (That's What The World Is Today),7gWBXNYoKH7jLZx0MgZCfl,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']","['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']",0.535,0.774,5,-6.42,1,0.0593,0.0983,0.0,0.559,0.865,79.5,241493,4
War,4ZEEcEMGjkWOfZNBcIB9yE,Edwin Starr,1B8AXU6gIIafpyLEpbcv1u,soul,"['classic', 'quiet', 'motown', 'northern', 'southern', 'soul']","['classic', 'motown', 'soul']",0.59,0.671,1,-12.484,1,0.154,0.0939,0.0,0.248,0.736,109.333,200267,4
Friendship Train,6ZuT1W9PtkDMit1dbDs8jz,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,soul,"['classic', 'disco', 'funk', 'quiet', 'motown', 'brill', 'southern', 'soul']","['classic', 'funk', 'motown', 'brill', 'soul']",0.665,0.82,5,-5.486,1,0.0386,0.341,0.0,0.304,0.962,130.281,230400,4
Come And Get These Memories,5gwvsIrTVL4F76tn9xEhQ3,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['classic', 'quiet', 'motown', 'brill', 'soul']","['classic', 'motown', 'brill', 'soul']",0.532,0.664,3,-7.293,1,0.0447,0.653,1.14e-06,0.208,0.848,127.007,143667,4
Cloud Nine,1A8gqfrso63AC4XVW6DTTw,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']","['classic', 'funk', 'motown', 'brill', 'soul', 'memphis']",0.736,0.45,7,-14.104,1,0.0583,0.354,0.0,0.0689,0.82,118.042,211693,4
