song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Roar,6F5c58TMEs1byxUstkzVeM,Katy Perry,6jJ0s89eD6GaHleKKya26X,decades,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
Glad You Came,5yDL13y5giogKs2fSNf7sj,The Wanted,2NhdGz9EDv2FeUw6udu2g1,decades,"['pop', 'post-teen', 'boy', 'dance']","['pop', 'dance']",0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,4
Señorita,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,decades,"['pop', 'viral', 'canadian', 'post-teen', 'dance']","['pop', 'viral', 'canadian', 'dance']",0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,4
I Want It That Way,6e40mgJiCid5HRAGrbpGA6,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,decades,"['europop', 'boy', 'dance']","['europop', 'dance']",0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4
Torn,3APayTEWiUl9Ssep4BOXR2,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,decades,"['europop', 'lilith', 'pop', 'new', 'dance']","['europop', 'pop', 'new', 'dance']",0.559,0.928,5,-3.04,1,0.0355,0.0746,5.56e-05,0.696,0.599,96.315,244813,4
Stay Another Day,4wYCe9tSmUolNU4WmJKbZy,East 17,6lOC7lwSO1ql4Gc2Y3QObY,decades,"['europop', 'hip', 'eurodance', 'boy', 'dance']","['europop', 'hip', 'dance']",0.524,0.489,2,-7.828,1,0.0274,0.578,0.000624,0.186,0.443,127.768,267133,4
"It Must Have Been Love - From the Film ""Pretty Woman""",6kvoHl80mfCVTv7XnZkjQn,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,decades,"['europop', 'pop', 'swedish', 'new', 'soft', 'dance']","['europop', 'pop', 'new', 'dance']",0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4
Wonderwall,2CT3r93YuSHtm57mjxvjhH,Oasis,2DaxqgrOhkeH0fpeiQq2f4,decades,"['permanent', 'rock', 'beatlesque', 'britpop', 'madchester']","['rock', 'britpop']",0.409,0.892,2,-4.373,1,0.0336,0.000807,0.0,0.207,0.651,174.426,258613,4
Stayin' Alive - Remastered Version,3LmpQiFNgFCnvAnhhvKUyI,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,decades,"['adult', 'soft', 'mellow', 'disco']","['adult', 'mellow', 'disco']",0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,285200,4
"Signed, Sealed, Delivered (I'm Yours)",3M5eeHXgG4VplKNcsBC8Dj,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,decades,"['motown', 'adult', 'soul', 'quiet']","['motown', 'adult', 'soul']",0.67,0.619,0,-10.365,0,0.0323,0.0514,0.0,0.0492,0.807,108.826,160500,4
Wonderful Tonight,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,decades,"['mellow', 'rock', 'blues', 'album', 'classic', 'electric', 'soft']","['mellow', 'rock', 'blues', 'classic', 'electric']",0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,Elton John,3PhoLpVuITZKcymswpck5b,decades,"['soft', 'mellow', 'glam', 'piano']","['mellow', 'piano']",0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
September,3wpLkju0bJy89kjgdRys0j,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,decades,"['quiet', 'disco', 'jazz', 'soul', 'motown', 'funk']","['disco', 'jazz', 'soul', 'motown', 'funk']",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",31H6au3jhblhr6MMJiXnCq,Eric Carmen,2ekjTXgjxbWwBX5lTAj4DU,romance,"['yacht', 'mellow', 'adult', 'album', 'disco', 'brill', 'new', 'soft']","['mellow', 'adult', 'disco', 'new']",0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,251067,4
Hard to Say I'm Sorry - 2007 Remaster,7boKWlaNVmrhJdX8IbzUdD,Chicago,3iDD7bnsjL9J4fO298r0L0,romance,"['yacht', 'mellow', 'rock', 'adult', 'folk', 'album', 'classic', 'soft']","['mellow', 'rock', 'adult', 'classic']",0.561,0.42,4,-7.79,1,0.0272,0.662,2.6e-06,0.186,0.27,72.319,221413,4
Every Breath You Take,2PnNomkEqlg9ADKCVG0Wt0,The Police,5NGO30tJxFlKixkPSgXcFE,romance,"['permanent', 'art', 'mellow', 'rock', 'album', 'classic', 'new', 'soft', 'dance']","['art', 'mellow', 'rock', 'classic', 'new', 'dance']",0.829,0.434,1,-10.52,1,0.0341,0.447,0.00168,0.0726,0.721,117.399,253733,4
Heaven,0GIOPJKTSxagq3rq07Ch3U,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,romance,"['mellow', 'rock', 'pop', 'album', 'heartland', 'classic', 'canadian', 'soft']","['mellow', 'rock', 'pop', 'classic', 'canadian']",0.34,0.412,9,-13.727,0,0.0268,0.0596,0.0,0.117,0.402,69.857,243667,4
All Out of Love,2lmcH6prYo3BlR8LfRUJc3,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,romance,"['adult', 'soft', 'mellow']","['adult', 'mellow']",0.502,0.513,0,-6.473,1,0.0251,0.077,0.0,0.494,0.318,108.371,241373,4
Iris,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,romance,"['permanent', 'alternative', 'post-grunge', 'pop', 'neo']","['alternative', 'pop', 'neo']",0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
Torn - Acoustic MTV Unplugged,1iPvdHIQQSNJ4iRm92Bcbx,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,romance,"['europop', 'lilith', 'pop', 'new', 'dance']","['europop', 'pop', 'new', 'dance']",0.538,0.471,5,-8.403,1,0.0441,0.719,0.0,0.109,0.499,93.808,186400,4
Crash into Me,1HL3yEnYq8LEyFQ3QegA5V,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,romance,"['jam', 'pop', 'neo']","['pop', 'neo']",0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,316467,4
Fade Into You,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,37w38cCSGgKLdayTRjna4W,romance,"['dream', 'melancholia', 'alternative', 'slowcore', 'shoegaze']",['alternative'],0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,romance,"['album', 'hard', 'rock', 'classic']","['rock', 'classic']",0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760,4
Forever After All,6IBcOGPsniK3Pso1wHIhew,Luke Combs,718COspgdWOnwOFpJHRZHS,romance,['contemporary'],['contemporary'],0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
The Bones,7yFhA2fUsL2oIMWlw5DaHQ,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,romance,"['texas', 'contemporary']",['contemporary'],0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.002,197293,4
The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,romance,['contemporary'],['contemporary'],0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
Got What I Got,4TCc369aRPRubv1m8R1TBG,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,romance,"['contemporary', 'country']","['contemporary', 'country']",0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3
Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,romance,"['modern', 'contemporary', 'country']","['modern', 'contemporary', 'country']",0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4
Slow Down,5nRm6kz4ntiBGtygxGg5Dy,VanJess,0Ek89uaJyo6NfWK22awFvI,romance,"['chill', 'alternative', 'indie']","['chill', 'alternative', 'indie']",0.692,0.599,11,-5.941,1,0.0398,0.198,0.000315,0.392,0.369,113.034,228933,4
You Got It,4lsHZ92XCFOQfzJFBTluk8,Vedo,3wVXTWabe3viT0jF7DfjOL,romance,['pop'],['pop'],0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,201587,4
Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,romance,"['rap', 'dmv']",['rap'],0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4
I Like,6KEibrwygkgDo82wK9Cu2H,ROE,07JjZMOwidxS5bcgvilg2y,romance,"['chill', 'indie']","['chill', 'indie']",0.711,0.649,1,-7.282,0,0.148,0.0223,3.51e-06,0.12,0.516,93.013,203856,4
Opia,2fIPfAqowURiJ0VZNWOsAd,Savannah Ré,3qfqqDpGv4XNfa3G0EfP9s,romance,"['alternative', 'indie', 'canadian']","['alternative', 'indie', 'canadian']",0.373,0.276,10,-14.61,1,0.0485,0.541,0.000197,0.229,0.137,61.428,231661,4
Make You Feel My Love,0mqTcM8kuu2IYPotMt7AzS,Adele,4dpARuHxo51G3z768sgnrY,romance,"['british', 'pop', 'uk']","['british', 'pop', 'uk']",0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,212040,4
Your Song,17VegeBoHvMlIByrdu64KR,Elton John,3PhoLpVuITZKcymswpck5b,romance,"['soft', 'mellow', 'glam', 'piano']","['mellow', 'piano']",0.551,0.27,3,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,244227,4
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,5y2Xq6xcjJb2jVM54GHK3t,romance,"['pop', 'urban', 'neo', 'r&b']","['pop', 'neo']",0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
At Last - Single Version,0CmIALzGn4vHIHJG4n3Q4z,Etta James,0iOVhN3tnSvgDbcg25JoJb,romance,"['adult', 'torch', 'soul', 'jazz', 'vocal']","['adult', 'soul', 'jazz']",0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,182400,3
Beyond,1Omt5bfz1tZUCqd26HxbS0,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,romance,"['soul', 'modern']","['soul', 'modern']",0.58,0.687,6,-5.4,1,0.106,0.229,0.0,0.109,0.187,76.014,240600,4
Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,mood,"['pop', 'uk', 'dance']","['pop', 'uk', 'dance']",0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
The Best Days (feat. Tabitha),140XpWSdJ0jZEbLj9iVnPA,Sam Feldt,20gsENnposVs2I4rQ5kvrf,mood,"['dance', 'pop', 'electro', 'tropical', 'edm']","['dance', 'pop', 'electro', 'tropical', 'edm']",0.667,0.827,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95,161944,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,mood,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,192921,4
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),5l0nX3AhmmF717aKSs8qSH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,mood,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.681,0.737,4,-5.246,0,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,220636,4
Fly Away,1jgu8MFTEGdL1wjw9gZj5y,Tones And I,2NjfBq1NflQcKSeiDooVjY,mood,['australian'],['australian'],0.805,0.515,4,-6.201,1,0.0915,0.223,0.0,0.238,0.488,124.969,178157,4
This Will Be (An Everlasting Love),241RmK77gecJ1y7jOoQ5lu,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,mood,"['quiet', 'mellow', 'adult', 'lounge', 'soul', 'motown', 'vocal', 'soft']","['mellow', 'adult', 'soul', 'motown']",0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,171360,4
Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,mood,"['southern', 'quiet', 'disco', 'classic', 'brill', 'soul', 'motown', 'funk']","['disco', 'classic', 'soul', 'motown', 'funk']",0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4
How Long Do I Have to Wait for You?,113bLFbp3F9MVN0w2KJ1ma,Sharon Jones & The Dap-Kings,6LufpoVlIYKQCu9Gjpk8B7,mood,"['southern', 'retro', 'neo', 'classic', 'afrobeat', 'soul', 'vocal', 'funk']","['neo', 'classic', 'afrobeat', 'soul', 'funk']",0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942,243760,4
Are You Ready to Love Me?,7gyDV6Y7GmHqQS4KnzI5Zk,The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz,mood,"['new', 'indie', 'funk']","['new', 'indie', 'funk']",0.533,0.776,8,-7.092,1,0.0847,0.151,8.65e-05,0.13,0.697,90.061,214187,4
Come On In,0rN1OjmFyAPQmLOloqUBMs,Lady Wray,1plioVQ0mcgAO7uhvWkJJy,mood,"['soul', 'indie', 'funk']","['soul', 'indie', 'funk']",0.653,0.445,5,-8.749,0,0.0248,0.165,0.0167,0.128,0.688,80.725,218966,4
Garden Song,5uQRmdIqyMmKPWJcot4UmV,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,mood,"['art', 'indie']","['art', 'indie']",0.528,0.273,0,-16.623,1,0.132,0.864,0.00617,0.111,0.158,98.311,219682,4
Ain't No Grave (Sparse),2aSP07jHAlACdY9tphgkA8,Crooked Still,7LOJ56d8VmOebynlV01KfU,mood,"['new', 'bluegrass', 'banjo', 'progressive']",['new'],0.67,0.145,0,-12.772,1,0.0422,0.935,1.29e-05,0.0859,0.284,81.055,198313,4
Washed Away,00p6D4NaakmWGNR3EUtxtS,Emily Jane White,2PqsalqLh5RT6FSy9DrGZh,mood,"['freak', 'indie']",['indie'],0.506,0.385,10,-10.133,1,0.0262,0.738,0.00572,0.109,0.161,86.741,236365,3
Farm,0XYOOO2116SufLpAN4XYoC,Skullcrusher,1GUaQ6GpaxFPKZ0SCSsnwD,mood,"['bubblegrunge', 'belgian', 'indie']",['indie'],0.289,0.185,5,-13.811,1,0.0307,0.705,0.0927,0.225,0.0647,153.861,283097,4
Drawing out the Line,6fMH3gza1IkUlY2lCCo4cQ,Noah Gundersen,34482S5nfxR441wcnVfrHi,mood,"['stomp', 'alternative', 'acoustic', 'indie']","['alternative', 'acoustic', 'indie']",0.59,0.358,7,-9.709,1,0.0421,0.763,0.0256,0.0999,0.35,102.866,231648,4
Kiriume,6VaWHjTTcKiPjWEkejHkMR,Arden Forest,3LUa5res2UmvZ04kvlPMc7,mood,"['background', 'focus']","['background', 'focus']",0.373,0.112,7,-22.063,1,0.0428,0.992,0.914,0.104,0.501,110.651,144264,4
Beginning,0xfBAFqqp2bMbtRV2AIWRe,Megan Wofford,3ac7SLoq4Rbms8XZE0rdkA,mood,['background'],['background'],0.546,0.062,7,-22.592,1,0.0366,0.989,0.952,0.0853,0.175,140.134,146145,4
Morgensol,6aJcjGsNvyivFBeBaigFXQ,Bolethe Kristensen,5FdY1HR5TdShBfxywCliMI,mood,[],[],0.536,0.0384,11,-23.711,1,0.0961,0.996,0.959,0.128,0.281,65.814,105000,4
Con el tiempo todo se consigue,7iw3S9vmaQYrdp9fUh4gzC,Claribel Ramón,2R6KwyIVkDBMHj2fNvy6Aq,mood,['background'],['background'],0.309,0.085,5,-23.526,1,0.0691,0.995,0.964,0.0897,0.206,205.094,155500,4
Mali Lošinj,0R89l2bGwUsCfpECnzfVvq,Valerija Novosel,2s8NO6ERz08oEGHpAWRSMb,mood,['background'],['background'],0.441,0.0861,8,-24.145,1,0.0401,0.989,0.951,0.106,0.329,103.547,121750,4
Body,0A1hoCfMLkiAgvhWkkucJa,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,mood,"['pop', 'trap', 'houston']","['pop', 'trap']",0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,171067,4
Buss It,6NWdgyVsjp2bJ11PToXCr1,Erica Banks,2SXhbucehn00OBVKhzxDyM,mood,['trap'],['trap'],0.918,0.434,9,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,188735,4
Bossa Nova (feat. Tee Grizzley),16P9KvAKrYDA7lH7jgquDd,Kash Doll,3u579Gdap91lMptBSdXTpf,mood,"['pop', 'detroit', 'hip', 'trap']","['pop', 'hip', 'trap']",0.908,0.696,9,-5.18,1,0.264,0.0213,4.06e-05,0.0747,0.287,102.032,156842,4
34+35,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,mood,"['pop', 'post-teen']",['pop'],0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,mood,"['pop', 'dance']","['pop', 'dance']",0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,163173,4
Flow,59RtCHvMewZjwz3BDQKtGs,Michael Brogadaccio,6ZqnKTqzs5B9g2K68OCKVo,focus,[],[],0.533,0.0529,5,-23.326,0,0.032,0.95,0.94,0.11,0.465,79.937,143595,3
Spaces,3ihG28Sd7TNFsUQ7pu7f7P,Gus Cleese,5vCyUIqN5rujUkzGq5iJq2,focus,['background'],['background'],0.142,0.0435,0,-24.7,1,0.0384,0.901,0.78,0.107,0.0348,141.552,205821,1
The Tower of Embellion,76RktDCi1rVj63vpt9u5F0,Muni Yogi,5VMpyeQNlYtPipmkNpxRt0,focus,"['background', 'focus']","['background', 'focus']",0.0767,0.0116,3,-28.464,1,0.0359,0.954,0.915,0.117,0.035,73.749,176107,5
Quiet Dreams,6jJkW2RUsOHCe4hiIk1tED,MVS,2iPiEjvpiyVOYH7JSRgqfW,focus,['background'],['background'],0.188,0.0249,10,-27.196,1,0.0373,0.988,0.866,0.112,0.0895,91.814,204910,1
Quasar,5NM4frO8ccRVxXKW0kZaAk,Tejal Yann,6eGKvCZdc06HkiwZKFlcBY,focus,['background'],['background'],0.241,0.168,2,-22.264,1,0.0434,0.873,0.872,0.0969,0.0396,69.114,258951,4
Remembering,6kwqwIUxDK84yXyfL7jvGf,Minette Martin,3wQXisRiLi09Cw9UUSd0cA,focus,[],[],0.409,0.00926,5,-23.556,1,0.0403,0.99,0.911,0.106,0.176,73.085,138805,4
Reveries,2Wq70oxNy3i4KOW175fUs2,Ava Cerasoli,2zMMspLbw3KFWxxf8KCQLl,focus,['background'],['background'],0.379,0.059,8,-29.377,1,0.0338,0.988,0.937,0.12,0.258,71.417,215703,4
Sea Change,3pJnfyKoVePwVmljB6Wun1,Stephan Moccio,25s9H1JQmTu3iuFzpXWUIg,focus,"['background', 'calming', 'neo-classical']","['background', 'calming', 'neo-classical']",0.458,0.00701,8,-34.755,1,0.0438,0.993,0.948,0.102,0.0939,118.444,171213,3
All that Glitters,4gp5cj5GLbJddPV8Ftphb1,Mino Monterosso,528WOUREknwtSsfI7Nj7Zl,focus,['background'],['background'],0.401,0.00743,8,-32.336,1,0.0522,0.995,0.939,0.113,0.123,118.212,161073,3
Vals De Rodrigues,3I3WY0C7AQMe6Z6hMUQqd5,Eric Badanti,2KnoW7Kuw3lj3OKFK8EXQ7,focus,['background'],['background'],0.418,0.0368,11,-24.304,0,0.0499,0.993,0.944,0.0848,0.119,111.355,161209,4
Stardust,2Pg5Mnt8rXDCvYV9MtAiv2,Riccardo Frediani,0jg1uoGTeW156aL6Wx63Ai,focus,[],[],0.441,0.0312,1,-20.77,1,0.0615,0.989,0.935,0.0919,0.186,103.424,245562,4
May,4TA0g1aWl03dLuHcVTcLBS,Mree,3K8cGxW088HVyhFSGWJJcX,focus,['ambient'],['ambient'],0.362,0.0024,2,-31.79,1,0.0522,0.992,0.957,0.108,0.449,74.184,84683,1
Oltre - The Shape Of Piano To Come Vol. I,3mj1JcpNOGHTJivttgUf3r,Emiliano Blangero,0ozINzRhAnzU4nRWUGJBcc,focus,[],[],0.307,0.108,10,-18.565,1,0.0493,0.966,0.893,0.0969,0.118,77.776,288812,3
Gaia - The Shape Of Piano To Come Vol. I,6JWZ0mlNZyMaatlcmWuHy9,Angel Ruedinger,0ZSE1rUyVa8VxkuE2VDgYH,focus,[],[],0.511,0.00344,6,-27.94,1,0.0489,0.995,0.956,0.0644,0.444,67.044,242925,5
Mare di dicembre,3w7SLcOazANv3WUfCgDuvz,Francesco Taskayali,0I44T6QObrCavl5pw09iHB,focus,['rome'],['rome'],0.3,0.122,6,-20.717,0,0.0401,0.978,0.866,0.109,0.057,64.442,267680,5
Remembering,15BXZpDEzGSoKRdqvEieXQ,Ever So Blue,6LwcYWG1molG0KW2xwnPd2,focus,"['background', 'focus', 'calming']","['background', 'focus', 'calming']",0.295,0.0693,4,-25.177,1,0.0357,0.99,0.909,0.105,0.262,118.817,121423,3
Rites of Passage,3m9k6Jc0EvtZEQLUfYd0e9,Chris Donner,4xwCgzlPsRwNfHdvlLwCsH,focus,[],[],0.221,0.0557,2,-31.648,1,0.0497,0.993,0.929,0.095,0.176,159.687,191000,4
Things Unsaid,1HDwUXmzoVXyBV8onqUyUv,Marcos Betancourt,7JjCfmLQHeuWreo08C7hBt,focus,[],[],0.298,0.0149,10,-25.836,1,0.0411,0.991,0.959,0.116,0.0962,70.387,161000,4
Gouttes,6FEpVWSgpAadjPVuKNwCcx,Guilliaume Om,59TontIdB13G6OPjg6m7NN,focus,[],[],0.222,0.0326,3,-26.193,1,0.0371,0.991,0.907,0.106,0.136,156.849,194250,1
silbermond,1sWI71ajS4mERuwG2k5vvD,Flavia Cortez,4wMoov0OVG8UOIR6tPnvnV,focus,[],[],0.112,0.0137,6,-28.804,1,0.0449,0.995,0.903,0.105,0.126,63.495,169579,4
Young Love,5LS7VV5Gp3evv8pjcpTDDu,Pamela Goldings,0zz0ZeRODmieOdGKeznHQA,focus,[],[],0.401,0.0273,7,-30.596,1,0.0532,0.994,0.916,0.107,0.236,133.722,143500,4
Now and Then,3flrE9SDAQj4hP2kKzcHOG,Carluccio,06bxyT4bXPZaKsInaJ75UL,focus,['background'],['background'],0.267,0.0338,5,-28.036,1,0.0481,0.993,0.879,0.0979,0.321,74.461,147250,1
Memories In Red,7oj0ajSBpsNjSZAL51fIAM,Fredrik Lundberg,1WFoHIANaCtKQ1jrzPl3C3,focus,[],[],0.547,0.0174,5,-25.614,1,0.0314,0.99,0.954,0.134,0.342,51.053,135000,3
Asilah,00iniRV1mt5IS6ep01e2Ts,Sumsar,3IKjg0f073Wk4IecayFzWW,focus,[],[],0.322,0.155,2,-22.744,1,0.0399,0.993,0.931,0.106,0.242,87.609,160086,4
Humbly,6MeOCVIU94xMVgr1kTMKRT,Gail Singleton,1VA9HBofA9Pc9Q3DSR4gQw,focus,[],[],0.27,0.0027,5,-26.207,1,0.045,0.993,0.913,0.127,0.4,168.958,132428,3
Words Ain't Enough,7lMzNAybmy1UNPsgflbVcE,Tessa Violet,5DD5GZd4ElmQTy9NleMvKJ,dinner,['indie'],['indie'],0.713,0.325,0,-5.766,0,0.0312,0.928,0.0106,0.107,0.239,110.541,124415,3
I’m Okay Though,3IHtHjRzWg0J1lGwZShIYr,Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,dinner,"['pop', 'social', 'modern']","['pop', 'social', 'modern']",0.664,0.664,0,-6.676,1,0.0349,0.0577,0.0,0.288,0.38,123.989,182386,4
Take It With Me,3HqWGoi8pnK0YkqYR8Owlw,S. Carey,2LSJrlndCuTpdEluvYHc2E,dinner,"['indie', 'chamber', 'stomp', 'eau', 'new']","['indie', 'chamber', 'new']",0.414,0.0726,0,-17.634,1,0.0427,0.966,0.000293,0.351,0.269,113.721,299199,4
don't waste your time,1GWfE9hhvDZ8femz44SDzp,slchld,33crDRqANd3NQHJagZkQ7O,dinner,"['pop', 'chill', 'alternative', 'canadian']","['pop', 'chill', 'alternative', 'canadian']",0.623,0.311,10,-7.933,1,0.0289,0.536,0.0,0.108,0.372,129.94,179405,3
Sundowner,4eNfeLVuzhdxogg082hwSJ,Kevin Morby,6fxk3UXHTFYET8qCT9WlBF,dinner,"['art', 'kc', 'indie', 'stomp', 'soul', 'modern', 'freak']","['art', 'indie', 'soul', 'modern']",0.435,0.205,4,-12.336,1,0.0387,0.846,0.057,0.123,0.313,97.945,309480,4
Stella By Starlight,2vKupPlhSiBaIysnqX5shW,Herlin Riley,5FuXrmOgtBTlGDUP1O41Ir,dinner,"['new', 'jazz']","['new', 'jazz']",0.673,0.156,5,-22.521,0,0.0476,0.696,0.251,0.099,0.361,95.286,245221,4
Cedar Waltzin' ~ Don't You Worry 'bout a Thing,1JJ3Wpkx2igFJEcBMq2gCS,Eric Reed,6aIBBSprVv4xXTT6vzONXU,dinner,"['contemporary', 'modern']","['contemporary', 'modern']",0.372,0.569,9,-10.92,0,0.0324,0.521,0.00128,0.0764,0.449,89.915,503133,3
Captain’s Song,3djYspll15Mm2azjKSV55Y,Connie Han,05u1DXPSD35OnIBPXFogTG,dinner,[],[],0.5,0.21,8,-15.766,0,0.0304,0.921,0.84,0.0922,0.12,108.178,322693,4
L.A. 58,0jqMv6eLhPbsFbKlHsV9hv,Aldo Romano,1Z0lthC9NP1vvut7ijv3FF,dinner,"['contemporary', 'italian']",['contemporary'],0.483,0.488,0,-11.62,1,0.0276,0.87,0.0782,0.142,0.577,130.931,246633,4
All Things Considered,2Encv0ig5W29JZ30hQgn6o,Andy Laverne,0wHlC8tumVxWRyxKutlQUm,dinner,['modern'],['modern'],0.432,0.345,1,-18.05,1,0.0367,0.563,0.128,0.125,0.247,132.969,652440,4
anywhere,2AuLEJxJsMVjFggVyv80ev,Jonah Yano,4Js9qeA7KMFyjBYHEjFaeJ,dinner,[],[],0.615,0.437,0,-8.105,1,0.0293,0.425,0.0477,0.114,0.209,141.765,188768,4
